timestamp,o,d
2023-08-05 8:36:19,Roger Hunter,2501
2023-08-05 8:56:30,Anthony Mccray,4017
2023-08-05 9:07:17,Doris Rice,569
2023-08-05 9:09:04,Orville Diaz,3635
2023-08-05 9:28:59,Mary Fabrizio,3628
2023-08-05 9:42:21,Roger Barney,4368
2023-08-05 10:25:33,Annie Fitzpatrick,4441
2023-08-05 10:27:31,George Miller,1335
2023-08-05 10:39:40,Renee Solari,3751
2023-08-05 11:08:34,Vanessa Neely,527
2023-08-05 11:17:38,Sean Grisham,97
2023-08-05 11:39:20,Roxanne Vrbka,3873
2023-08-05 11:46:15,Mary Doughty,2320
2023-08-05 11:47:13,Johnny Weiler,19
2023-08-05 12:32:06,Raymond Holliday,1185
2023-08-05 12:37:51,Lisa Skinner,479
2023-08-05 12:46:56,Maricela Schroeder,605
2023-08-05 12:51:11,Anne Cain,93
2023-08-05 12:52:36,Doreen Lora,981
2023-08-05 13:06:02,Angelica Collura,3421
2023-08-05 13:07:53,Ronald Ryan,3997
2023-08-05 13:11:50,Julie Ellard,665
2023-08-05 13:16:11,Cassandra Bullard,75
2023-08-05 13:21:42,Katherine Busby,2231
2023-08-05 13:24:12,James Purtle,1576
2023-08-05 13:29:07,Walter Smith,618
2023-08-05 13:37:11,Marlene Graham,1875
2023-08-05 13:55:40,Lillian Martin,3031
2023-08-05 14:25:19,Phillip Barginear,1489
2023-08-05 14:26:11,Geoffrey Smail,2507
2023-08-05 14:40:30,Linda Tullius,951
2023-08-05 15:17:59,Kimberly Conn,4216
2023-08-05 15:18:12,Cristina Alexander,684
2023-08-05 15:18:50,Willie Cooper,2207
2023-08-05 15:30:41,Jesus Johnston,2151
2023-08-05 15:37:15,Amy Ruffin,3376
2023-08-05 16:08:11,Anita Thorsen,1010
2023-08-05 16:11:03,Pamela Lucy,1066
2023-08-05 16:15:48,Harry Ridlon,3200
2023-08-05 16:28:44,Keith Jenkins,4462
2023-08-05 16:45:38,Jeffrey Limbrick,1581
2023-08-05 16:52:25,Cynthia Watson,974
2023-08-05 16:54:23,Ethel Barnett,4027
2023-08-05 17:04:16,Arthur Cross,2226
2023-08-05 17:05:22,Ian Henry,4590
2023-08-05 17:09:34,Brandon Robinson,4134
2023-08-05 17:10:30,Stephanie Barrett,1146
2023-08-05 17:10:51,Jonathan Fulmer,4348
2023-08-05 17:13:24,Michael Beamish,3086
2023-08-05 17:15:19,Susan Harris,2249
2023-08-05 17:37:54,Thomas Matthews,3803
2023-08-05 17:42:54,Jack Hardy,2137
2023-08-05 17:51:01,George Hanson,4735
2023-08-05 17:55:12,Julia Varga,2687
2023-08-05 18:04:25,Thomas Middleton,2521
2023-08-05 18:06:00,Marjorie Cannady,19
2023-08-05 18:06:50,Maria Heavner,3043
2023-08-05 18:19:03,Lashawn Nickisch,2166
2023-08-05 18:25:35,Richard Terrell,1130
2023-08-05 18:49:48,Richard Green,2461
2023-08-05 18:58:20,Anthony Berkowitz,2895
2023-08-05 19:08:31,Tyrone Rodas,4332
2023-08-05 19:18:42,Robert Merrill,267
2023-08-05 19:53:45,George Clark,3228
2023-08-05 20:20:09,Lonnie Bradley,3942
2023-08-05 20:25:48,Kathy Cortez,1064
2023-08-05 20:57:20,Jimmy Pires,466
2023-08-05 21:01:48,Patricia Chandler,597
2023-08-05 21:03:19,Ismael Sexton,2428
2023-08-05 21:04:53,Edward Bromley,990
2023-08-05 21:08:27,Harry Ridlon,3344
2023-08-05 21:17:29,Jeanne Littrell,4275
2023-08-05 21:20:00,Dean Lawton,386
2023-08-05 21:23:38,Anthony Hull,4186
2023-08-05 21:26:31,Stewart Chestnut,1048
2023-08-05 21:27:44,Tristan Hubbs,2890
2023-08-05 21:33:14,Elizabeth Barlett,4885
2023-08-05 21:33:31,Junior Pederson,3465
2023-08-05 21:35:40,Tyrone Thomsen,737
2023-08-05 21:47:19,Jose Bowdry,1878
2023-08-05 21:58:25,Wayne Speis,2594
2023-08-05 22:01:28,Kimberly Guzman,282
2023-08-05 22:06:36,Neal Damico,781
2023-08-05 22:17:40,Gabrielle Sharp,243
2023-08-05 22:37:06,Christopher Nieto,2695
2023-08-05 22:44:56,Angel Ivey,1883
2023-08-05 23:07:03,Ricky Mejia,3441
2023-08-05 23:09:14,Lisa Valencia,3271
2023-08-05 23:21:36,Richard Hairston,3407
2023-08-05 23:23:37,Ruth Mitchell,3962
2023-08-05 23:28:12,Nicole Nosek,2297
2023-08-05 23:30:17,Anne Kochevar,1322
2023-08-06 0:10:05,Orville Diaz,2073
2023-08-06 0:27:23,Kimberly Gonzales,651
2023-08-06 0:37:30,Fred Braam,886
2023-08-06 0:47:16,John Salas,4932
2023-08-06 1:01:19,Linda Hanna,2595
2023-08-06 1:24:20,Dianne Blair,2302
2023-08-06 1:27:55,Wayne Wilson,2255
2023-08-06 1:31:49,Terri Jenkins,4005
2023-08-06 1:38:29,Kyle Melendez,4870
2023-08-06 1:43:46,Daniel Castillo,647
2023-08-06 1:52:45,David Thomas,597
2023-08-06 2:12:19,Jerry Goeller,1771
2023-08-06 2:58:06,Fred Wilson,2989
2023-08-06 3:03:56,Amie Peters,3631
2023-08-06 3:06:04,James Rogers,4982
2023-08-06 3:10:01,Richard Johnson,4481
2023-08-06 3:22:05,Sheila Gregory,2776
2023-08-06 3:36:11,Kristi Valdez,2582
2023-08-06 3:44:43,Stewart Cox,4686
2023-08-06 3:46:31,Amber Coakley,3544
2023-08-06 3:46:34,Marilyn Tellefson,4772
2023-08-06 3:46:53,Gwendolyn Coleman,4320
2023-08-06 4:07:08,Julianne Carswell,2393
2023-08-06 4:15:25,Robert Miranda,4692
2023-08-06 4:26:13,Clyde Martin,4722
2023-08-06 4:43:08,Jennifer Mcchriston,352
2023-08-06 4:53:51,George Goldman,3535
2023-08-06 5:07:42,Eddie Matthews,2794
2023-08-06 5:28:20,Lamar Caruso,1561
2023-08-06 5:47:37,Bobby Gillett,1984
2023-08-06 5:50:39,Essie Simpson,4733
2023-08-06 5:55:22,Buford Ivy,2797
2023-08-06 6:10:19,Antonio Jette,411
2023-08-06 6:17:51,Jimmy Pires,1161
2023-08-06 6:17:58,David Wilson,53
2023-08-06 6:30:07,Esther Tuinstra,197
2023-08-06 6:59:36,James Holland,487
2023-08-06 7:08:30,Paula Cooper,2843
2023-08-06 7:53:50,Vicki Brown,2411
2023-08-06 8:11:33,Bradley Harrison,608
2023-08-06 8:27:41,Barbara West,1989
2023-08-06 8:40:14,Helen Farrer,2849
2023-08-06 8:51:07,James Flatley,405
2023-08-06 8:56:59,Albert Lay,2401
2023-08-06 9:00:47,Claudia Farfalla,859
2023-08-06 9:12:32,Maria Hazelrigg,2037
2023-08-06 9:22:23,Phillip Jackson,536
2023-08-06 9:32:04,Donna Warner,2174
2023-08-06 9:49:21,Michael Jeschke,4566
2023-08-06 9:55:07,Doris Clarke,1826
2023-08-06 10:36:27,Ruby Mahraun,4207
2023-08-06 10:42:18,Vincent Donaldson,1424
2023-08-06 10:48:28,Art Tolbert,216
2023-08-06 10:50:18,Christa Peterson,525
2023-08-06 10:51:47,Timothy Alvarez,4488
2023-08-06 10:57:52,Crystal Mullings,4902
2023-08-06 11:03:36,Adrienne Declue,1976
2023-08-06 11:07:43,Edward Quesada,2616
2023-08-06 11:17:10,Jessica Smallwood,879
2023-08-06 11:19:00,Anna Sturgeon,3950
2023-08-06 11:59:03,Frank Gilmore,3222
2023-08-06 12:00:24,Jennifer Cohen,2920
2023-08-06 12:10:46,Brittany Perry,4883
2023-08-06 12:46:28,Donna Turner,1771
2023-08-06 12:47:06,Donald Kettle,2694
2023-08-06 12:54:53,Irene Spencer,3766
2023-08-06 13:15:30,Kevin Mitchelle,1419
2023-08-06 13:16:35,Raymond Pakele,1390
2023-08-06 13:29:01,Larry Jones,764
2023-08-06 13:37:36,Mark Elwood,1980
2023-08-06 13:48:13,John Welch,4039
2023-08-06 13:56:29,Paul Harris,2007
2023-08-06 14:11:27,Keith Serrano,1774
2023-08-06 14:24:25,Suzanne Singer,4608
2023-08-06 14:33:20,Harry Hudson,4631
2023-08-06 15:03:32,Danielle Franca,4773
2023-08-06 15:06:34,Clark Strickland,797
2023-08-06 15:14:10,Reginald Hansen,1733
2023-08-06 15:19:53,Melvin Urban,2797
2023-08-06 15:21:19,Terri Hyde,892
2023-08-06 15:32:41,Carol Langston,3965
2023-08-06 15:35:37,Michael Ellender,624
2023-08-06 15:36:06,Stephen Yee,3281
2023-08-06 15:52:57,Michael Phernetton,4845
2023-08-06 16:00:49,Susan Marsh,146
2023-08-06 16:22:07,Stacy Dragich,2882
2023-08-06 16:24:05,Antonio Spaur,3718
2023-08-06 16:24:57,Eileen Hunt,1101
2023-08-06 16:32:56,Ronald Kaelin,3052
2023-08-06 16:37:08,Jeanette Coffin,1633
2023-08-06 16:40:47,Helen Fleischer,389
2023-08-06 17:10:12,Ellen King,4829
2023-08-06 17:10:58,Herman Schmitt,4070
2023-08-06 17:12:20,Eileen Hunt,2187
2023-08-06 17:13:53,Russell Quinn,2192
2023-08-06 17:33:47,Patrick Holmes,389
2023-08-06 17:42:09,David Newman,3911
2023-08-06 17:57:20,Tommy Sigrist,3354
2023-08-06 18:05:09,Daniel Robinson,4213
2023-08-06 18:08:34,Ashley Alvarez,3909
2023-08-06 18:32:09,Elizabeth Ortega,1331
2023-08-06 18:51:27,Tim Starkey,3198
2023-08-06 19:14:33,Paul Brown,535
2023-08-06 19:38:50,Leslie Painter,4300
2023-08-06 19:42:31,George Miller,4135
2023-08-06 19:54:00,Richard Boatwright,1989
2023-08-06 19:57:11,Gene Rayner,4150
2023-08-06 20:04:02,Dustin Roberson,3516
2023-08-06 20:06:05,Sylvia Smith,4270
2023-08-06 20:14:09,Lucinda Smithers,2833
2023-08-06 20:21:33,Norris Nakken,2640
2023-08-06 20:27:31,Leroy Mcgary,1248
2023-08-06 20:31:45,Edgar Gray,1843
2023-08-06 20:37:01,Elsie Coffey,44
2023-08-06 20:49:24,Joel Alvarado,4615
2023-08-06 21:05:38,Joseph Grant,860
2023-08-06 21:06:25,Leslie Painter,3075
2023-08-06 21:13:42,Nicole Marashi,2693
2023-08-06 21:17:38,Todd Baron,3777
2023-08-06 21:21:35,Leona Moseley,1623
2023-08-06 21:26:15,Debbie Campbell,802
2023-08-06 21:55:45,Ana Brewster,2865
2023-08-06 21:56:07,Billie Crooks,2072
2023-08-06 22:03:39,Anthony Cross,1394
2023-08-06 22:05:18,Ramona Foster,750
2023-08-06 22:06:15,Julio Levingston,1082
2023-08-06 22:20:17,Jason Wells,3598
2023-08-06 22:23:41,Kristina Stevens,2076
2023-08-06 22:33:41,Herbert Leblanc,627
2023-08-06 22:33:52,Lester Melton,1919
2023-08-06 22:47:18,Micaela Quincy,2906
2023-08-06 23:42:11,Jennifer Lewis,696
2023-08-06 23:45:16,Helen Miller,756
2023-08-06 23:49:25,Donna Dicks,4619
2023-08-07 0:06:07,Theresa Clark,923
2023-08-07 0:23:52,Consuelo Buterbaugh,443
2023-08-07 0:30:00,Irving Macchiarella,3761
2023-08-07 0:37:47,Adam Galuska,1519
2023-08-07 0:54:00,Carey Dupree,851
2023-08-07 1:04:16,Eddie Mintz,3893
2023-08-07 1:15:08,James Leo,2818
2023-08-07 1:22:10,Nolan Scott,2629
2023-08-07 1:22:15,Ethan Fleming,1304
2023-08-07 1:23:13,Linda Gillis,4998
2023-08-07 1:35:41,Richard Clemons,2114
2023-08-07 1:45:50,Richard Bowden,382
2023-08-07 1:47:25,James Warnack,1411
2023-08-07 2:05:44,Margaret Parker,2254
2023-08-07 2:21:10,Jamey Papitto,1408
2023-08-07 2:41:43,Gladys Reitz,2621
2023-08-07 2:48:26,Minerva Swirsky,4095
2023-08-07 3:00:32,Moises Gonzalez,787
2023-08-07 3:05:40,Bernie Gazaway,2486
2023-08-07 3:21:33,Carol Cox,1649
2023-08-07 3:36:27,Ruby Strange,919
2023-08-07 3:36:52,Shawn Lesher,74
2023-08-07 3:48:22,Steve Hartman,2656
2023-08-07 3:49:20,Anthony Dwyer,2697
2023-08-07 3:51:07,Natasha Schutte,37
2023-08-07 3:54:10,Hope Cager,3541
2023-08-07 4:00:20,Patricia Ngo,2207
2023-08-07 4:00:45,Russell Jones,2767
2023-08-07 4:02:04,Robert Biasi,71
2023-08-07 4:12:30,Amy Anderson,4688
2023-08-07 4:18:22,Demetra Smith,920
2023-08-07 4:31:04,Agustin Mckenzie,1321
2023-08-07 4:37:04,James Corbitt,677
2023-08-07 4:37:29,Orville Diaz,4689
2023-08-07 4:39:15,Jean Vega,3199
2023-08-07 4:46:44,Melvin Camacho,2137
2023-08-07 5:25:21,James Lundberg,3200
2023-08-07 5:53:08,Shane Crawford,2062
2023-08-07 6:17:07,Natasha Schutte,4174
2023-08-07 6:24:45,Hilda Brandt,2618
2023-08-07 6:33:22,Ethel Barnett,4039
2023-08-07 7:10:57,Rebecca Camilo,3885
2023-08-07 7:14:04,Richard Stevenson,3282
2023-08-07 7:17:16,Stacey Gibson,2429
2023-08-07 7:23:37,Leslie Tranter,1687
2023-08-07 7:37:15,Carol Donoho,2818
2023-08-07 7:58:54,Forrest Botti,4105
2023-08-07 8:00:43,Michele Stone,4936
2023-08-07 8:08:29,Alan Guilliam,4814
2023-08-07 8:44:31,Kimberly Archila,3250
2023-08-07 8:49:39,Julia Evans,1789
2023-08-07 9:31:20,Nora Speaks,4796
2023-08-07 9:33:42,Andres Kirkham,4488
2023-08-07 9:43:02,Kurt Durham,1665
2023-08-07 9:48:49,Brian Williamson,3151
2023-08-07 9:52:56,Leonard Gomez,1441
2023-08-07 9:56:38,Michael Walker,2214
2023-08-07 9:59:05,Jennifer Swenson,1167
2023-08-07 10:19:06,Timothy Humes,993
2023-08-07 10:25:04,Anthony Mccray,3955
2023-08-07 10:34:46,Ruben Nichols,3587
2023-08-07 10:54:25,Dennis Cook,4628
2023-08-07 11:04:30,Robert Simpson,3422
2023-08-07 11:32:53,Thomas Padilla,4116
2023-08-07 11:36:43,Richard Green,2185
2023-08-07 11:40:37,Sheryl Bell,1864
2023-08-07 11:41:10,Charles Scales,4855
2023-08-07 11:41:23,Kris Ashby,3375
2023-08-07 11:50:47,Ralph Gills,1922
2023-08-07 12:14:56,Damon Thompson,1895
2023-08-07 12:20:38,Laurel Oliver,684
2023-08-07 12:33:48,Maxine Krasley,901
2023-08-07 12:36:40,Ethan Fleming,543
2023-08-07 12:40:28,Samuel Silva,3644
2023-08-07 12:40:51,John Elliston,921
2023-08-07 12:41:58,Linda Walters,1528
2023-08-07 12:51:23,Maria Mcdaniel,1942
2023-08-07 12:54:46,Christopher Sullivan,696
2023-08-07 13:30:04,Jeannette Sharp,3133
2023-08-07 13:38:49,Jose Heyer,1436
2023-08-07 13:41:14,Jeffrey Janney,1327
2023-08-07 13:51:54,James Holt,3348
2023-08-07 13:54:35,Michael Fain,785
2023-08-07 14:00:58,Ronald Dang,1161
2023-08-07 14:03:48,Candice Peebles,2568
2023-08-07 14:27:58,Julio Myers,3781
2023-08-07 14:28:13,Ralph Hoff,4611
2023-08-07 14:34:57,Raymond Okeefe,2657
2023-08-07 14:37:11,Tracie Williams,571
2023-08-07 14:48:12,Whitney Simonis,3535
2023-08-07 14:57:05,Curtis Cantell,4623
2023-08-07 15:18:00,Robert Watkins,3332
2023-08-07 15:22:15,Ryan Honea,3406
2023-08-07 15:22:58,Esther Jester,4905
2023-08-07 15:24:34,Vernon Graff,598
2023-08-07 15:35:07,Juan Rosebrough,4325
2023-08-07 15:36:38,Kendra Hornbuckle,301
2023-08-07 15:40:46,Lavada Miles,4635
2023-08-07 15:50:12,Reynaldo Ridley,4758
2023-08-07 16:12:56,Eunice Nassif,3267
2023-08-07 16:14:21,Jackie Madrid,4098
2023-08-07 16:19:24,Barbara Joseph,3573
2023-08-07 16:34:04,Paula Athey,4591
2023-08-07 16:48:44,John Ferrell,927
2023-08-07 16:52:28,Christopher Williams,3252
2023-08-07 17:01:27,Drew Wiener,2936
2023-08-07 17:04:21,Ronald Antolin,2489
2023-08-07 17:07:16,Sandra Martin,4261
2023-08-07 17:25:39,Janelle Cohen,4823
2023-08-07 17:34:31,Donna Dicks,44
2023-08-07 17:39:47,Sarah Cole,2101
2023-08-07 17:58:12,Doris Rice,51
2023-08-07 18:07:12,Linda Kennon,3377
2023-08-07 18:28:56,Elizabeth Muszynski,2172
2023-08-07 18:31:57,Nicole King,4435
2023-08-07 18:32:25,Alexander Pinson,2144
2023-08-07 18:53:38,Daniel Macdonald,1363
2023-08-07 18:57:18,Gina Menard,2609
2023-08-07 19:00:53,Maryann Tito,3985
2023-08-07 19:16:37,Jeffery Martin,4125
2023-08-07 19:22:17,Barbara Morris,1442
2023-08-07 19:25:25,Nettie Julius,1580
2023-08-07 19:48:50,Michael Hart,726
2023-08-07 19:50:07,Eddie Matthews,3372
2023-08-07 19:54:38,Angela Oquinn,3083
2023-08-07 20:22:55,John Witcher,1545
2023-08-07 20:36:18,Danielle Westfield,4061
2023-08-07 20:51:55,Sara Fincher,2175
2023-08-07 20:55:11,Monet Carbone,2491
2023-08-07 21:05:55,Patricia Howe,1087
2023-08-07 21:06:58,Linda Kennon,3033
2023-08-07 21:17:31,Gertrude Greene,1492
2023-08-07 21:23:57,Pamela Marshall,265
2023-08-07 21:29:34,John Her,4309
2023-08-07 21:38:07,Barbara West,4703
2023-08-07 21:54:43,Stephen Ratliff,2027
2023-08-07 21:57:10,Jennifer Whalen,1833
2023-08-07 21:58:26,Art Tolbert,3709
2023-08-07 22:00:16,Thomas Whitney,4538
2023-08-07 22:09:53,Alyce Stoddard,854
2023-08-07 22:15:35,Cecelia Tompkins,2432
2023-08-07 22:15:42,Frank Zimmerman,2875
2023-08-07 22:26:54,Erin Aguilar,1581
2023-08-07 22:29:25,Fred Cantu,3121
2023-08-07 22:33:49,Ana Rudisill,2501
2023-08-07 22:43:51,Chester Reid,2128
2023-08-07 22:54:02,Joseph Carr,1779
2023-08-07 23:01:19,Kelly Jenkins,643
2023-08-07 23:06:54,Linda Gordon,3366
2023-08-07 23:28:55,Bryant Duncan,2456
2023-08-07 23:31:15,Diana Szczepanek,2279
2023-08-07 23:39:23,Milton Blackmon,4999
2023-08-08 0:09:22,Earlene Bradly,565
2023-08-08 0:11:00,Pat Fish,402
2023-08-08 0:11:04,Warren Buffum,1461
2023-08-08 0:15:36,Joseph Barron,1191
2023-08-08 0:37:41,Derek Ward,4372
2023-08-08 0:38:57,Justin Romeo,2481
2023-08-08 0:52:18,Christine Smith,4491
2023-08-08 1:08:04,Ira Samuel,646
2023-08-08 1:08:11,Linda Padilla,19
2023-08-08 1:43:09,Samuel Kerfien,711
2023-08-08 1:46:02,Audie Launderville,985
2023-08-08 2:05:29,Yvonne Auker,3145
2023-08-08 2:14:06,Donna Mccomb,1899
2023-08-08 2:47:08,Christine Gainey,4402
2023-08-08 3:17:06,Sam Leinweber,4984
2023-08-08 3:28:59,Robert Constable,1969
2023-08-08 3:47:18,Mildred Larson,1159
2023-08-08 3:52:51,Dana King,4529
2023-08-08 4:01:49,Florence Kosky,2155
2023-08-08 4:07:07,Paula Bottoni,1522
2023-08-08 4:22:10,Michael Jeschke,2411
2023-08-08 4:28:38,Willie Thomas,4136
2023-08-08 4:33:29,Jesus Johnston,297
2023-08-08 4:40:05,Jean Shaffer,2269
2023-08-08 4:55:47,Keri Gonzalez,3649
2023-08-08 5:11:47,Robert Ocasio,4895
2023-08-08 5:17:33,Jose Allen,283
2023-08-08 5:51:37,Jeanna Hunt,3840
2023-08-08 6:00:13,Elliot Bullock,1641
2023-08-08 6:10:59,Rocky Whitehead,4160
2023-08-08 6:30:30,Kittie Byrd,1429
2023-08-08 6:56:36,Gene Rayner,224
2023-08-08 7:02:12,Christen Dean,2876
2023-08-08 7:05:58,Maria Bommarito,2603
2023-08-08 7:09:48,Shawn Lesher,3701
2023-08-08 7:10:03,Virginia Burnett,2472
2023-08-08 7:29:29,Ray Orr,1209
2023-08-08 7:33:57,Gordon Gandy,410
2023-08-08 7:34:58,Willard Miller,1190
2023-08-08 7:47:05,Mary Helm,3236
2023-08-08 7:58:43,Harold Linares,289
2023-08-08 8:16:02,Tracie Howard,3557
2023-08-08 8:27:41,Teresa Thrower,3840
2023-08-08 8:33:16,Adan Navor,3326
2023-08-08 8:37:03,Scott Melton,3290
2023-08-08 8:45:46,Juanita Flores,4885
2023-08-08 8:50:45,Marshall Nardella,340
2023-08-08 8:55:50,Theresa Strzelecki,2376
2023-08-08 9:00:10,Marcus Wineland,3346
2023-08-08 9:15:37,Manuel Coy,4501
2023-08-08 9:26:46,William Herzog,4970
2023-08-08 9:27:26,Kelvin Goodwill,2401
2023-08-08 9:31:18,Jean Brase,1062
2023-08-08 9:46:04,Kelly Bell,2096
2023-08-08 9:51:55,Gary Meierhofer,2276
2023-08-08 10:15:08,Michael Mckeane,4828
2023-08-08 10:15:43,Curtis Cox,4428
2023-08-08 10:32:19,Kendra Bridge,3099
2023-08-08 10:41:19,Clark Strickland,3691
2023-08-08 10:49:12,Jose Heyer,112
2023-08-08 11:12:56,Jacques Clay,3871
2023-08-08 11:14:09,Joyce Macon,3278
2023-08-08 11:56:45,Donna Pantoja,3598
2023-08-08 12:26:31,Ralph Fritts,1669
2023-08-08 12:40:29,Anthony Ceraos,2429
2023-08-08 13:10:42,Mabel Bladen,4879
2023-08-08 13:10:54,Ray Rios,3593
2023-08-08 13:13:58,Craig Lanius,2807
2023-08-08 13:17:29,Katherine Dubois,1512
2023-08-08 13:26:23,Manuel Coy,539
2023-08-08 13:33:37,Robert Benjamin,1652
2023-08-08 13:36:02,Susan Janzen,4623
2023-08-08 14:12:31,Truman Zigler,2799
2023-08-08 14:19:57,Juana Brown,2024
2023-08-08 14:20:36,Rosie Tapia,4026
2023-08-08 14:29:12,Carol Donoho,4303
2023-08-08 14:30:09,Charles Grimes,250
2023-08-08 14:45:03,Scotty Allen,3802
2023-08-08 15:22:46,Amy Larsen,165
2023-08-08 15:25:08,Melissa Simpson,4324
2023-08-08 15:26:56,Crystal Riebau,3100
2023-08-08 16:03:04,Christopher Byrnes,2062
2023-08-08 16:06:10,Virginia Prunty,4979
2023-08-08 16:11:10,Rhonda Vela,1761
2023-08-08 16:13:56,Shiela Tackett,3691
2023-08-08 16:20:13,Alva Butler,89
2023-08-08 16:28:17,Stacey Varga,3429
2023-08-08 16:30:06,Myrna Horn,946
2023-08-08 16:32:03,Shauna Lively,4475
2023-08-08 16:33:45,Mary Sanders,3271
2023-08-08 16:38:28,Louise Black,561
2023-08-08 16:49:20,Beverly Trujillo,815
2023-08-08 16:59:43,Daniel Drumheller,953
2023-08-08 17:01:05,Denise Clark,2499
2023-08-08 17:21:36,Jamie Padilla,1236
2023-08-08 17:23:38,Walter Martin,310
2023-08-08 17:30:52,Ruby Smith,695
2023-08-08 17:49:47,Nelson Cruz,952
2023-08-08 17:51:16,Shelly Stevens,4766
2023-08-08 17:53:17,Albert Dates,3553
2023-08-08 18:22:37,Ann Naughton,3581
2023-08-08 18:37:56,Whitney Simonis,427
2023-08-08 18:44:57,Christopher Oneal,1709
2023-08-08 18:45:11,Ray Robles,3415
2023-08-08 18:56:34,Sylvia Rosenbeck,4007
2023-08-08 18:58:20,Edward Lopez,4782
2023-08-08 19:03:15,Donald Lazarine,4213
2023-08-08 19:10:04,Mallory Costello,500
2023-08-08 19:18:47,Colleen Miller,3299
2023-08-08 19:24:36,Robert Watkins,2784
2023-08-08 19:53:55,Sandra Wentzloff,1646
2023-08-08 20:08:19,Troy Kyser,3503
2023-08-08 20:23:15,Mark Greco,1461
2023-08-08 20:26:33,Shirley Ledbetter,3228
2023-08-08 20:34:08,Raymond Courser,2356
2023-08-08 20:42:39,Zelda Delk,4465
2023-08-08 21:06:01,Jason Shofner,2729
2023-08-08 21:12:59,Leslie King,3389
2023-08-08 21:18:59,Lisa Thompson,1567
2023-08-08 21:27:01,Patrick Holmes,4309
2023-08-08 21:54:10,Marsha Gough,320
2023-08-08 22:20:02,Nancy Bass,402
2023-08-08 22:25:34,Candice Neal,1150
2023-08-08 22:30:43,Rebecca Yates,691
2023-08-08 22:46:12,Franklin Mendez,2844
2023-08-08 22:50:48,Joseph Hardin,3525
2023-08-08 22:53:32,Kathryn Tobler,1099
2023-08-08 23:04:18,John Frazee,701
2023-08-08 23:07:01,James Cagle,392
2023-08-08 23:10:25,Dean Lawton,1839
2023-08-08 23:22:06,Shari Nosal,2606
2023-08-08 23:29:00,Jake Neill,2697
2023-08-08 23:32:05,Rita Edwards,1848
2023-08-08 23:37:08,Francisco Ward,4988
2023-08-08 23:59:37,Richard Mcclendon,1064
2023-08-09 0:00:37,Frank Davis,3202
2023-08-09 0:03:08,William Farmer,4125
2023-08-09 0:15:47,Sharon Mayer,1788
2023-08-09 0:22:42,Sylvia Adams,3993
2023-08-09 0:35:11,Billie Crooks,4564
2023-08-09 0:35:36,Dennis Thode,3670
2023-08-09 0:41:48,Lavonne Edmond,4433
2023-08-09 0:56:38,Bonnie Lynch,992
2023-08-09 0:59:36,Paul Walter,2687
2023-08-09 1:10:00,Christine Aleman,575
2023-08-09 1:26:58,Randy Morris,561
2023-08-09 1:33:36,Brenna Gibby,2547
2023-08-09 2:02:20,Jamey Papitto,4857
2023-08-09 2:12:02,Monty Pon,1996
2023-08-09 2:16:55,Anthony Beasley,4630
2023-08-09 2:20:46,David Roby,1948
2023-08-09 2:21:33,Carrie Womble,3221
2023-08-09 2:49:30,Juan Stevens,4426
2023-08-09 2:51:20,Mario Phillies,2467
2023-08-09 2:51:33,James Hines,2835
2023-08-09 3:06:06,Michael Martinez,1348
2023-08-09 3:07:06,Paul Walter,4894
2023-08-09 3:26:39,Michael Hunt,4628
2023-08-09 3:31:10,Victoria Marshall,251
2023-08-09 3:31:44,Grace Burton,1865
2023-08-09 3:33:57,Jackie Russell,4070
2023-08-09 3:52:56,Ramon Quagliano,86
2023-08-09 4:01:56,Rosalyn Bacurin,3445
2023-08-09 4:05:11,Leroy Mclean,3282
2023-08-09 4:08:22,Christopher Barnard,2537
2023-08-09 4:12:53,Wayne Ousley,2037
2023-08-09 4:27:49,Angel Ivey,3104
2023-08-09 4:31:07,Maria Gillham,3542
2023-08-09 4:35:48,Veronica Evenson,1923
2023-08-09 4:57:46,James Leo,3494
2023-08-09 5:17:13,Mark Bosak,2555
2023-08-09 5:32:22,Warren Reeder,4977
2023-08-09 5:44:56,Mary Russo,2397
2023-08-09 5:48:22,Saul Combs,542
2023-08-09 5:49:06,Shawn Pfahler,1392
2023-08-09 6:14:00,Heather Watson,2551
2023-08-09 6:18:37,James Gauze,687
2023-08-09 6:24:20,Rosie Biddle,2189
2023-08-09 6:39:33,Martha Kaufman,362
2023-08-09 6:45:20,Doris Clarke,3283
2023-08-09 6:50:24,Kevin Sartin,3011
2023-08-09 6:57:11,Barbara Ainsworth,3707
2023-08-09 6:58:17,Andrea Perry,4961
2023-08-09 6:58:25,John Bingham,1436
2023-08-09 7:13:33,Jeffrey Speight,2836
2023-08-09 7:20:55,Ian Hargrove,3353
2023-08-09 7:30:11,Teresa Lorenzen,643
2023-08-09 7:34:40,Bonnie Nelson,4712
2023-08-09 7:41:08,Paul Zager,3575
2023-08-09 7:43:37,Robert Weathers,522
2023-08-09 7:58:39,Audra Good,4734
2023-08-09 7:59:24,Stanley Valdez,3901
2023-08-09 8:05:02,Fred Robertson,405
2023-08-09 8:37:34,Stefan Brown,2669
2023-08-09 8:57:00,Beth Leopold,4707
2023-08-09 8:58:40,Wilmer Williams,4380
2023-08-09 9:01:14,Chelsea Henson,1670
2023-08-09 9:02:42,Kenneth Lorensen,4518
2023-08-09 9:06:15,Ismael Sexton,101
2023-08-09 9:24:21,Edna Watson,1584
